,season,division,matchday,team,Away_team,index_match,W,L,T,result,rank,GD_home,GD_away
4248,1951-1952,1,1,Barcelona,Espanyol,2946,,,,L,,,
4249,1951-1952,1,1,Atlético Madrid,Real Sociedad,2947,,,,W,,,
4250,1951-1952,1,1,Atlético Tetuán,Real Zaragoza,2948,,,,L,,,
4249,1951-1952,1,1,Celta de Vigo,Sevilla FC,2949,,,,L,,,
4248,1951-1952,1,1,Athletic,Real Gijón,2950,,,,W,,,
4251,1951-1952,1,1,Dep. La Coruña,Racing,2951,,,,W,,,
4255,1951-1952,1,1,Valencia,Real Valladolid,2952,,,,W,,,
4254,1951-1952,1,1,UD Las Palmas,Real Madrid,2953,,,,L,,,
4261,1951-1952,1,2,Sevilla FC,Racing,2954,1.0,0.0,0.0,L,5.0,2.0,-2.0
4258,1951-1952,1,2,Atlético Tetuán,Real Madrid,2955,0.0,1.0,0.0,L,10.0,-1.0,1.0
4257,1951-1952,1,2,Celta de Vigo,UD Las Palmas,2956,0.0,1.0,0.0,W,13.0,-2.0,2.0
4256,1951-1952,1,2,Barcelona,Athletic,2957,0.0,1.0,0.0,W,11.0,-1.0,1.0
4261,1951-1952,1,2,Real Sociedad,Valencia,2958,0.0,1.0,0.0,L,14.0,-2.0,2.0
4260,1951-1952,1,2,Espanyol,Real Zaragoza,2959,1.0,0.0,0.0,W,7.0,1.0,-1.0
4257,1951-1952,1,2,Atlético Madrid,Real Gijón,2960,1.0,0.0,0.0,W,4.0,2.0,-2.0
4259,1951-1952,1,2,Dep. La Coruña,Real Valladolid,2961,1.0,0.0,0.0,L,6.0,1.0,-1.0
4267,1951-1952,1,3,Dep. La Coruña,Sevilla FC,2962,1.0,1.0,0.0,T,12.0,-4.0,4.0
4270,1951-1952,1,3,UD Las Palmas,Racing,2963,0.0,2.0,0.0,T,16.0,-6.0,6.0
4271,1951-1952,1,3,Valencia,Real Gijón,2964,2.0,0.0,0.0,W,4.0,4.0,-4.0
4265,1951-1952,1,3,Celta de Vigo,Atlético Tetuán,2965,1.0,1.0,0.0,L,6.0,1.0,-1.0
4269,1951-1952,1,3,Real Sociedad,Real Valladolid,2966,0.0,2.0,0.0,L,13.0,-3.0,3.0
4265,1951-1952,1,3,Atlético Madrid,Barcelona,2967,2.0,0.0,0.0,T,2.0,4.0,-4.0
4268,1951-1952,1,3,Real Madrid,Espanyol,2968,2.0,0.0,0.0,L,1.0,5.0,-5.0
4270,1951-1952,1,3,Real Zaragoza,Athletic,2969,1.0,1.0,0.0,L,9.0,0.0,0.0
4279,1951-1952,1,4,Sevilla FC,UD Las Palmas,2970,1.0,1.0,1.0,W,8.0,0.0,0.0
4277,1951-1952,1,4,Real Valladolid,Real Gijón,2971,2.0,1.0,0.0,T,5.0,5.0,-5.0
4275,1951-1952,1,4,Dep. La Coruña,Real Sociedad,2972,1.0,1.0,1.0,L,9.0,-4.0,4.0
4279,1951-1952,1,4,Valencia,Barcelona,2973,3.0,0.0,0.0,W,1.0,7.0,-7.0
4276,1951-1952,1,4,Real Madrid,Athletic,2974,2.0,1.0,0.0,T,6.0,4.0,-4.0
4273,1951-1952,1,4,Celta de Vigo,Espanyol,2975,1.0,2.0,0.0,T,12.0,0.0,0.0
4273,1951-1952,1,4,Atlético Madrid,Real Zaragoza,2976,2.0,0.0,1.0,W,3.0,4.0,-4.0
4274,1951-1952,1,4,Racing,Atlético Tetuán,2977,1.0,1.0,1.0,W,7.0,1.0,-1.0
4286,1951-1952,1,5,Sevilla FC,Atlético Tetuán,2978,2.0,1.0,1.0,W,4.0,5.0,-5.0
4282,1951-1952,1,5,Racing,Espanyol,2979,2.0,1.0,1.0,L,5.0,5.0,-5.0
4285,1951-1952,1,5,Real Sociedad,Real Gijón,2980,1.0,3.0,0.0,L,12.0,0.0,0.0
4283,1951-1952,1,5,Dep. La Coruña,UD Las Palmas,2981,1.0,2.0,1.0,W,11.0,-10.0,10.0
4287,1951-1952,1,5,Valencia,Real Zaragoza,2982,4.0,0.0,0.0,T,1.0,9.0,-9.0
4280,1951-1952,1,5,Barcelona,Real Valladolid,2983,1.0,2.0,1.0,T,10.0,-2.0,2.0
4281,1951-1952,1,5,Atlético Madrid,Real Madrid,2984,3.0,0.0,1.0,W,2.0,9.0,-9.0
4280,1951-1952,1,5,Athletic,Celta de Vigo,2985,2.0,1.0,1.0,W,6.0,10.0,-10.0
4292,1951-1952,1,6,Real Madrid,Valencia,2986,2.0,2.0,1.0,W,8.0,3.0,-3.0
4291,1951-1952,1,6,Dep. La Coruña,Real Gijón,2987,2.0,2.0,1.0,W,7.0,-8.0,8.0
4294,1951-1952,1,6,Real Valladolid,Real Zaragoza,2988,2.0,1.0,2.0,L,6.0,5.0,-5.0
4295,1951-1952,1,6,UD Las Palmas,Atlético Tetuán,2989,0.0,4.0,1.0,W,16.0,-13.0,13.0
4292,1951-1952,1,6,Espanyol,Sevilla FC,2990,4.0,0.0,1.0,L,1.0,6.0,-6.0
4290,1951-1952,1,6,Racing,Athletic,2991,2.0,2.0,1.0,W,9.0,2.0,-2.0
4288,1951-1952,1,6,Barcelona,Real Sociedad,2992,1.0,2.0,2.0,W,10.0,-2.0,2.0
4289,1951-1952,1,6,Atlético Madrid,Celta de Vigo,2993,4.0,0.0,1.0,W,2.0,10.0,-10.0
4301,1951-1952,1,7,Real Zaragoza,Real Sociedad,2994,2.0,3.0,1.0,L,11.0,-13.0,13.0
4298,1951-1952,1,7,Dep. La Coruña,Atlético Tetuán,2995,3.0,2.0,1.0,L,7.0,-6.0,6.0
4299,1951-1952,1,7,Racing,Atlético Madrid,2996,3.0,2.0,1.0,L,6.0,4.0,-4.0
4298,1951-1952,1,7,Celta de Vigo,Valencia,2997,1.0,4.0,1.0,L,14.0,-5.0,5.0
4302,1951-1952,1,7,Sevilla FC,Athletic,2998,4.0,1.0,1.0,L,2.0,7.0,-7.0
4300,1951-1952,1,7,Real Gijón,Barcelona,2999,1.0,4.0,1.0,W,13.0,-8.0,8.0
4300,1951-1952,1,7,Real Madrid,Real Valladolid,3000,3.0,2.0,1.0,L,5.0,5.0,-5.0
4299,1951-1952,1,7,Espanyol,UD Las Palmas,3001,4.0,1.0,1.0,W,3.0,5.0,-5.0
4308,1951-1952,1,8,Real Madrid,Real Sociedad,3002,3.0,3.0,1.0,T,7.0,4.0,-4.0
4305,1951-1952,1,8,Atlético Madrid,Sevilla FC,3003,6.0,0.0,1.0,L,1.0,18.0,-18.0
4305,1951-1952,1,8,Barcelona,Dep. La Coruña,3004,2.0,3.0,2.0,W,10.0,-1.0,1.0
4306,1951-1952,1,8,Celta de Vigo,Real Valladolid,3005,1.0,5.0,1.0,W,16.0,-10.0,10.0
4311,1951-1952,1,8,UD Las Palmas,Athletic,3006,1.0,5.0,1.0,T,15.0,-12.0,12.0
4307,1951-1952,1,8,Racing,Valencia,3007,3.0,3.0,1.0,W,9.0,-1.0,1.0
4307,1951-1952,1,8,Espanyol,Atlético Tetuán,3008,5.0,1.0,1.0,T,3.0,7.0,-7.0
4309,1951-1952,1,8,Real Zaragoza,Real Gijón,3009,2.0,4.0,1.0,W,12.0,-15.0,15.0
4317,1951-1952,1,9,Real Zaragoza,Barcelona,3010,3.0,4.0,1.0,L,10.0,-14.0,14.0
4312,1951-1952,1,9,Atlético Tetuán,Athletic,3011,2.0,5.0,1.0,L,13.0,-9.0,9.0
4318,1951-1952,1,9,Real Valladolid,Racing,3012,3.0,3.0,2.0,T,9.0,4.0,-4.0
4317,1951-1952,1,9,Real Sociedad,Celta de Vigo,3013,2.0,5.0,1.0,W,14.0,-1.0,1.0
4319,1951-1952,1,9,Valencia,Sevilla FC,3014,5.0,2.0,1.0,W,4.0,11.0,-11.0
4314,1951-1952,1,9,Espanyol,Dep. La Coruña,3015,5.0,1.0,2.0,L,2.0,7.0,-7.0
4316,1951-1952,1,9,Real Madrid,Real Gijón,3016,3.0,3.0,2.0,W,8.0,4.0,-4.0
4313,1951-1952,1,9,Atlético Madrid,UD Las Palmas,3017,6.0,1.0,1.0,W,1.0,16.0,-16.0
4321,1951-1952,1,10,Celta de Vigo,Real Gijón,3018,2.0,6.0,1.0,W,15.0,-12.0,12.0
4320,1951-1952,1,10,Atlético Tetuán,Atlético Madrid,3019,2.0,6.0,1.0,W,14.0,-11.0,11.0
4325,1951-1952,1,10,Real Sociedad,Racing,3020,3.0,5.0,1.0,W,11.0,2.0,-2.0
4325,1951-1952,1,10,Real Zaragoza,Dep. La Coruña,3021,3.0,5.0,1.0,T,12.0,-17.0,17.0
4326,1951-1952,1,10,Sevilla FC,Real Valladolid,3022,5.0,3.0,1.0,W,5.0,5.0,-5.0
4327,1951-1952,1,10,UD Las Palmas,Valencia,3023,1.0,6.0,2.0,W,16.0,-16.0,16.0
4322,1951-1952,1,10,Espanyol,Athletic,3024,5.0,2.0,2.0,T,4.0,5.0,-5.0
4324,1951-1952,1,10,Real Madrid,Barcelona,3025,4.0,3.0,2.0,W,7.0,5.0,-5.0
4332,1951-1952,1,11,Real Sociedad,Sevilla FC,3026,4.0,5.0,1.0,T,10.0,4.0,-4.0
4335,1951-1952,1,11,Valencia,Atlético Tetuán,3027,6.0,3.0,1.0,W,3.0,11.0,-11.0
4331,1951-1952,1,11,Real Gijón,Racing,3028,2.0,7.0,1.0,W,16.0,-12.0,12.0
4329,1951-1952,1,11,Barcelona,Celta de Vigo,3029,4.0,4.0,2.0,W,9.0,3.0,-3.0
4331,1951-1952,1,11,Espanyol,Atlético Madrid,3030,5.0,2.0,3.0,T,5.0,5.0,-5.0
4328,1951-1952,1,11,Athletic,Dep. La Coruña,3031,5.0,2.0,3.0,L,4.0,14.0,-14.0
4333,1951-1952,1,11,Real Madrid,Real Zaragoza,3032,5.0,3.0,2.0,T,6.0,9.0,-9.0
4335,1951-1952,1,11,UD Las Palmas,Real Valladolid,3033,2.0,6.0,2.0,L,15.0,-14.0,14.0
4339,1951-1952,1,12,Espanyol,Valencia,3034,5.0,2.0,4.0,L,4.0,5.0,-5.0
4338,1951-1952,1,12,Dep. La Coruña,Real Madrid,3035,5.0,4.0,2.0,L,8.0,-8.0,8.0
4337,1951-1952,1,12,Atlético Tetuán,Real Valladolid,3036,3.0,7.0,1.0,T,14.0,-12.0,12.0
4342,1951-1952,1,12,Sevilla FC,Real Gijón,3037,6.0,3.0,2.0,T,3.0,8.0,-8.0
4336,1951-1952,1,12,Athletic,Atlético Madrid,3038,5.0,3.0,3.0,W,6.0,12.0,-12.0
4342,1951-1952,1,12,Real Zaragoza,Celta de Vigo,3039,3.0,5.0,3.0,L,12.0,-17.0,17.0
4340,1951-1952,1,12,Racing,Barcelona,3040,4.0,5.0,2.0,L,11.0,-3.0,3.0
4343,1951-1952,1,12,UD Las Palmas,Real Sociedad,3041,2.0,7.0,2.0,W,16.0,-17.0,17.0
4350,1951-1952,1,13,Sevilla FC,Barcelona,3042,6.0,3.0,3.0,L,5.0,8.0,-8.0
4348,1951-1952,1,13,Real Sociedad,Atlético Tetuán,3043,4.0,6.0,2.0,W,10.0,3.0,-3.0
4350,1951-1952,1,13,Real Zaragoza,Racing,3044,3.0,6.0,3.0,W,13.0,-20.0,20.0
4347,1951-1952,1,13,Real Madrid,Celta de Vigo,3045,6.0,3.0,3.0,W,4.0,10.0,-10.0
4345,1951-1952,1,13,Dep. La Coruña,Atlético Madrid,3046,5.0,5.0,2.0,L,8.0,-9.0,9.0
4348,1951-1952,1,13,Espanyol,Real Valladolid,3047,5.0,3.0,4.0,W,7.0,4.0,-4.0
4351,1951-1952,1,13,Valencia,Athletic,3048,8.0,3.0,1.0,L,1.0,16.0,-16.0
4346,1951-1952,1,13,Real Gijón,UD Las Palmas,3049,3.0,7.0,2.0,W,16.0,-11.0,11.0
4359,1951-1952,1,14,UD Las Palmas,Barcelona,3050,3.0,8.0,2.0,L,16.0,-19.0,19.0
4354,1951-1952,1,14,Real Gijón,Atlético Tetuán,3051,4.0,7.0,2.0,L,12.0,-8.0,8.0
4352,1951-1952,1,14,Athletic,Real Valladolid,3052,7.0,3.0,3.0,W,4.0,17.0,-17.0
4353,1951-1952,1,14,Celta de Vigo,Dep. La Coruña,3053,4.0,8.0,1.0,L,14.0,-14.0,14.0
4358,1951-1952,1,14,Sevilla FC,Real Zaragoza,3054,6.0,4.0,3.0,W,7.0,6.0,-6.0
4359,1951-1952,1,14,Valencia,Atlético Madrid,3055,8.0,4.0,1.0,L,2.0,15.0,-15.0
4355,1951-1952,1,14,Real Madrid,Racing,3056,7.0,3.0,3.0,W,3.0,13.0,-13.0
4356,1951-1952,1,14,Espanyol,Real Sociedad,3057,6.0,3.0,4.0,W,6.0,6.0,-6.0
4360,1951-1952,1,15,Barcelona,Atlético Tetuán,3058,8.0,4.0,2.0,W,4.0,15.0,-15.0
4364,1951-1952,1,15,Real Sociedad,Athletic,3059,5.0,7.0,2.0,L,9.0,1.0,-1.0
4362,1951-1952,1,15,Real Gijón,Espanyol,3060,4.0,8.0,2.0,W,13.0,-10.0,10.0
4365,1951-1952,1,15,Real Valladolid,Atlético Madrid,3061,4.0,6.0,4.0,T,10.0,1.0,-1.0
4363,1951-1952,1,15,Real Madrid,Sevilla FC,3062,8.0,3.0,3.0,W,2.0,16.0,-16.0
4367,1951-1952,1,15,UD Las Palmas,Real Zaragoza,3063,3.0,9.0,2.0,L,16.0,-21.0,21.0
4365,1951-1952,1,15,Racing,Celta de Vigo,3064,4.0,8.0,2.0,L,14.0,-10.0,10.0
4367,1951-1952,1,15,Valencia,Dep. La Coruña,3065,8.0,5.0,1.0,W,6.0,11.0,-11.0
4372,1951-1952,1,16,Espanyol,Barcelona,3066,7.0,4.0,4.0,L,6.0,7.0,-7.0
4374,1951-1952,1,16,Real Valladolid,Valencia,3067,4.0,6.0,5.0,L,11.0,1.0,-1.0
4373,1951-1952,1,16,Real Sociedad,Atlético Madrid,3068,5.0,8.0,2.0,W,12.0,-2.0,2.0
4369,1951-1952,1,16,Celta de Vigo,Sevilla FC,3069,5.0,9.0,1.0,W,13.0,-14.0,14.0
4372,1951-1952,1,16,Real Madrid,UD Las Palmas,3070,9.0,3.0,3.0,W,2.0,19.0,-19.0
4370,1951-1952,1,16,Racing,Dep. La Coruña,3071,4.0,9.0,2.0,W,15.0,-13.0,13.0
4375,1951-1952,1,16,Real Zaragoza,Atlético Tetuán,3072,5.0,7.0,3.0,W,9.0,-14.0,14.0
4371,1951-1952,1,16,Real Gijón,Athletic,3073,5.0,8.0,2.0,T,10.0,-8.0,8.0
4382,1951-1952,1,17,UD Las Palmas,Celta de Vigo,3074,3.0,11.0,2.0,W,16.0,-31.0,31.0
4382,1951-1952,1,17,Real Valladolid,Dep. La Coruña,3075,4.0,7.0,5.0,T,14.0,0.0,0.0
4379,1951-1952,1,17,Real Gijón,Atlético Madrid,3076,5.0,8.0,3.0,L,12.0,-8.0,8.0
4378,1951-1952,1,17,Atlético Tetuán,Real Madrid,3077,4.0,10.0,2.0,T,15.0,-14.0,14.0
4381,1951-1952,1,17,Real Sociedad,Valencia,3078,6.0,8.0,2.0,L,9.0,3.0,-3.0
4376,1951-1952,1,17,Barcelona,Athletic,3079,10.0,4.0,2.0,W,2.0,18.0,-18.0
4380,1951-1952,1,17,Espanyol,Real Zaragoza,3080,7.0,5.0,4.0,W,6.0,5.0,-5.0
4381,1951-1952,1,17,Sevilla FC,Racing,3081,7.0,6.0,3.0,W,7.0,2.0,-2.0
4387,1951-1952,1,18,Real Gijón,Valencia,3082,5.0,9.0,3.0,W,13.0,-12.0,12.0
4385,1951-1952,1,18,Celta de Vigo,Atlético Tetuán,3083,6.0,10.0,1.0,W,11.0,-13.0,13.0
4387,1951-1952,1,18,Dep. La Coruña,Sevilla FC,3084,6.0,8.0,3.0,L,8.0,-13.0,13.0
4389,1951-1952,1,18,Real Sociedad,Real Valladolid,3085,6.0,9.0,2.0,W,10.0,-1.0,1.0
4385,1951-1952,1,18,Atlético Madrid,Barcelona,3086,10.0,4.0,3.0,L,4.0,18.0,-18.0
4388,1951-1952,1,18,Real Madrid,Espanyol,3087,10.0,3.0,4.0,W,3.0,23.0,-23.0
4384,1951-1952,1,18,Athletic,Real Zaragoza,3088,9.0,4.0,4.0,W,5.0,18.0,-18.0
4386,1951-1952,1,18,Racing,UD Las Palmas,3089,5.0,10.0,2.0,W,14.0,-16.0,16.0
4393,1951-1952,1,19,Atlético Madrid,Real Zaragoza,3090,10.0,5.0,3.0,W,5.0,15.0,-15.0
4396,1951-1952,1,19,Espanyol,Celta de Vigo,3091,8.0,6.0,4.0,L,7.0,4.0,-4.0
4397,1951-1952,1,19,Real Valladolid,Real Gijón,3092,4.0,8.0,6.0,W,14.0,-2.0,2.0
4398,1951-1952,1,19,UD Las Palmas,Sevilla FC,3093,4.0,12.0,2.0,W,16.0,-34.0,34.0
4396,1951-1952,1,19,Real Madrid,Athletic,3094,11.0,3.0,4.0,T,2.0,28.0,-28.0
4392,1951-1952,1,19,Barcelona,Valencia,3095,12.0,4.0,2.0,T,1.0,24.0,-24.0
4397,1951-1952,1,19,Real Sociedad,Dep. La Coruña,3096,7.0,9.0,2.0,L,8.0,1.0,-1.0
4394,1951-1952,1,19,Racing,Atlético Tetuán,3097,6.0,10.0,2.0,L,13.0,-12.0,12.0
4407,1951-1952,1,20,Valencia,Real Zaragoza,3098,11.0,6.0,2.0,L,5.0,17.0,-17.0
4406,1951-1952,1,20,Sevilla FC,Atlético Tetuán,3099,9.0,7.0,3.0,W,6.0,8.0,-8.0
4403,1951-1952,1,20,Dep. La Coruña,UD Las Palmas,3100,7.0,9.0,3.0,L,9.0,-14.0,14.0
4400,1951-1952,1,20,Barcelona,Real Valladolid,3101,12.0,4.0,3.0,T,1.0,24.0,-24.0
4404,1951-1952,1,20,Real Madrid,Atlético Madrid,3102,11.0,3.0,5.0,W,2.0,28.0,-28.0
4404,1951-1952,1,20,Espanyol,Racing,3103,8.0,7.0,4.0,L,7.0,2.0,-2.0
4400,1951-1952,1,20,Athletic,Celta de Vigo,3104,10.0,4.0,5.0,L,4.0,20.0,-20.0
4405,1951-1952,1,20,Real Sociedad,Real Gijón,3105,7.0,10.0,2.0,L,10.0,0.0,0.0
4412,1951-1952,1,21,Espanyol,Sevilla FC,3106,8.0,8.0,4.0,W,8.0,1.0,-1.0
4411,1951-1952,1,21,Dep. La Coruña,Real Gijón,3107,7.0,10.0,3.0,W,11.0,-15.0,15.0
4415,1951-1952,1,21,UD Las Palmas,Atlético Tetuán,3108,6.0,12.0,2.0,T,15.0,-32.0,32.0
4408,1951-1952,1,21,Athletic,Racing,3109,10.0,5.0,5.0,L,5.0,17.0,-17.0
4413,1951-1952,1,21,Real Sociedad,Barcelona,3110,7.0,11.0,2.0,W,13.0,-1.0,1.0
4412,1951-1952,1,21,Real Madrid,Valencia,3111,12.0,3.0,5.0,L,1.0,29.0,-29.0
4409,1951-1952,1,21,Atlético Madrid,Celta de Vigo,3112,11.0,6.0,3.0,W,3.0,15.0,-15.0
4413,1951-1952,1,21,Real Zaragoza,Real Valladolid,3113,7.0,10.0,3.0,L,9.0,-17.0,17.0
4417,1951-1952,1,22,Atlético Madrid,Racing,3114,12.0,6.0,3.0,T,3.0,16.0,-16.0
4416,1951-1952,1,22,Atlético Tetuán,Dep. La Coruña,3115,5.0,12.0,4.0,W,16.0,-18.0,18.0
4422,1951-1952,1,22,Real Valladolid,Real Madrid,3116,6.0,8.0,7.0,L,12.0,2.0,-2.0
4421,1951-1952,1,22,Real Sociedad,Real Zaragoza,3117,8.0,11.0,2.0,L,10.0,1.0,-1.0
4423,1951-1952,1,22,Valencia,Celta de Vigo,3118,12.0,7.0,2.0,T,4.0,16.0,-16.0
4423,1951-1952,1,22,UD Las Palmas,Espanyol,3119,6.0,12.0,3.0,W,15.0,-32.0,32.0
4422,1951-1952,1,22,Sevilla FC,Athletic,3120,10.0,8.0,3.0,W,6.0,8.0,-8.0
4417,1951-1952,1,22,Barcelona,Real Gijón,3121,12.0,5.0,4.0,W,2.0,22.0,-22.0
4430,1951-1952,1,23,Real Valladolid,Celta de Vigo,3122,6.0,9.0,7.0,W,13.0,0.0,0.0
4424,1951-1952,1,23,Atlético Tetuán,Espanyol,3123,6.0,12.0,4.0,L,16.0,-16.0,16.0
4427,1951-1952,1,23,Racing,Valencia,3124,8.0,11.0,3.0,T,10.0,-14.0,14.0
4428,1951-1952,1,23,Real Gijón,Real Zaragoza,3125,7.0,12.0,3.0,T,15.0,-24.0,24.0
4425,1951-1952,1,23,Atlético Madrid,Sevilla FC,3126,12.0,6.0,4.0,W,3.0,16.0,-16.0
4426,1951-1952,1,23,Dep. La Coruña,Barcelona,3127,8.0,11.0,3.0,T,11.0,-14.0,14.0
4429,1951-1952,1,23,Real Sociedad,Real Madrid,3128,8.0,12.0,2.0,W,12.0,0.0,0.0
4431,1951-1952,1,23,UD Las Palmas,Athletic,3129,7.0,12.0,3.0,L,14.0,-31.0,31.0
4433,1951-1952,1,24,Atlético Madrid,UD Las Palmas,3130,13.0,6.0,4.0,W,3.0,17.0,-17.0
4435,1951-1952,1,24,Dep. La Coruña,Espanyol,3131,8.0,11.0,4.0,L,12.0,-14.0,14.0
4435,1951-1952,1,24,Racing,Real Valladolid,3132,8.0,11.0,4.0,T,13.0,-14.0,14.0
4437,1951-1952,1,24,Real Sociedad,Celta de Vigo,3133,9.0,12.0,2.0,L,8.0,2.0,-2.0
4439,1951-1952,1,24,Valencia,Sevilla FC,3134,12.0,7.0,4.0,L,4.0,16.0,-16.0
4432,1951-1952,1,24,Atlético Tetuán,Athletic,3135,6.0,13.0,4.0,L,16.0,-19.0,19.0
4437,1951-1952,1,24,Real Zaragoza,Barcelona,3136,8.0,11.0,4.0,L,11.0,-17.0,17.0
4436,1951-1952,1,24,Real Madrid,Real Gijón,3137,13.0,5.0,5.0,W,2.0,28.0,-28.0
4443,1951-1952,1,25,Dep. La Coruña,Real Zaragoza,3138,8.0,12.0,4.0,W,13.0,-16.0,16.0
4441,1951-1952,1,25,Celta de Vigo,Real Gijón,3139,10.0,12.0,2.0,T,8.0,-3.0,3.0
4441,1951-1952,1,25,Atlético Madrid,Atlético Tetuán,3140,14.0,6.0,4.0,W,3.0,19.0,-19.0
4443,1951-1952,1,25,Racing,Real Sociedad,3141,8.0,11.0,5.0,T,10.0,-14.0,14.0
4446,1951-1952,1,25,Sevilla FC,Real Valladolid,3142,12.0,9.0,3.0,L,6.0,14.0,-14.0
4442,1951-1952,1,25,Espanyol,Athletic,3143,11.0,9.0,4.0,L,7.0,6.0,-6.0
4444,1951-1952,1,25,Real Madrid,Barcelona,3144,14.0,5.0,5.0,L,1.0,32.0,-32.0
4447,1951-1952,1,25,UD Las Palmas,Valencia,3145,7.0,14.0,3.0,L,15.0,-40.0,40.0
4452,1951-1952,1,26,Real Sociedad,Sevilla FC,3146,9.0,13.0,3.0,T,11.0,0.0,0.0
